99,2,0,1,2,2,1,1,99,1,1,2,1,1445,7,2,206,39,1,1,9,10,2,1756,4,7,1,2,1,14,23,25,14,3,1,2,2,2,2,2
99,21,150,2,1,1,1,1,99,1,1,1,1,1445,1,1,72,39,1,2,6,6,2,1619,4,99,1,2,1,15,23,6,1,1,1,2,2,2,2,1
99,21,150,2,1,1,1,1,99,1,1,1,1,1445,1,1,72,39,2,1,6,6,2,1619,6,99,1,2,1,15,23,6,1,1,1,2,2,2,2,1
99,0,300,1,1,99,1,1,99,1,2,1,1,1445,7,1,43,39,2,1,6,6,2,75,4,99,1,1,1,8,21,6,1,3,1,2,2,2,2,3
99,0,680,1,1,3,1,1,99,1,2,1,2,1445,7,1,206,39,1,1,6,6,2,79,4,99,1,1,1,8,20,6,1,1,1,2,2,2,2,4
99,0,40,1,1,3,2,3,99,1,2,2,2,1445,7,1,206,39,1,1,6,6,2,1207,4,99,2,2,1,8,23,6,1,1,1,2,2,2,2,2
99,0,500,1,1,1,1,1,99,1,2,1,2,1445,6,1,206,39,1,2,6,6,1,1619,4,14,2,1,1,8,20,6,1,1,1,2,2,2,2,4
99,0,0,2,2,2,1,6,99,1,1,2,2,75,7,1,206,39,1,1,6,6,1,1619,4,11,2,2,1,8,21,21,12,1,1,2,2,2,2,1
99,5,0,6,1,3,2,1,99,1,2,2,1,1445,7,1,145,39,1,1,6,6,2,577,4,99,1,1,4,8,21,6,1,1,1,2,2,2,2,4
99,0,0,1,2,3,2,1,99,1,1,2,2,1145,7,1,206,39,1,1,6,6,1,1134,4,99,2,2,1,8,23,6,1,1,1,2,2,2,2,1
99,0,0,1,1,8,2,1,99,1,1,2,2,1188,5,1,206,39,4,1,6,6,1,768,9,99,2,2,1,8,7,6,1,1,1,2,2,2,2,1
99,0,0,2,1,99,2,1,99,1,1,2,2,95,7,1,206,39,1,1,6,6,2,1608,4,99,2,2,1,5,20,6,1,1,4,2,2,2,2,1
99,0,50,4,1,1,2,8,99,1,2,2,2,1445,8,1,9,39,2,1,6,6,2,1619,6,99,2,2,5,8,20,6,1,1,8,2,2,2,2,1
99,12,0,1,1,2,2,1,99,1,2,2,2,1445,6,2,104,39,1,2,9,11,2,554,4,99,1,2,1,20,21,6,1,1,1,2,2,2,2,1
99,0,0,5,1,1,2,1,99,1,2,2,2,937,7,1,206,39,1,2,6,6,2,967,4,6,1,2,1,5,20,9,3,1,1,2,2,2,2,2
99,14,0,2,1,3,2,1,99,1,2,2,2,1445,7,2,206,39,1,1,7,6,1,79,4,6,1,2,1,8,11,6,1,3,1,2,2,2,2,3
99,14,0,2,1,3,2,1,99,1,2,2,2,1445,7,2,206,39,1,1,7,6,1,79,6,6,1,2,1,8,11,6,1,3,1,2,2,2,2,3
99,0,0,1,1,2,2,1,99,1,2,2,2,1241,7,2,206,39,1,2,5,6,1,1493,4,99,2,2,2,8,20,6,1,3,2,2,2,2,2,1
99,0,0,1,1,8,2,7,99,1,1,2,2,542,5,1,206,39,4,2,6,13,2,956,9,99,2,2,1,8,8,6,1,1,1,2,2,2,2,2
99,0,0,1,1,8,2,7,99,1,2,2,2,1204,7,1,206,39,4,1,6,6,2,1598,9,99,2,2,1,5,8,8,4,1,1,2,2,2,2,5
99,0,0,1,1,2,1,8,99,1,2,1,2,1445,8,1,206,39,1,1,6,6,2,147,4,99,2,1,1,8,23,9,3,1,1,2,2,2,2,4
99,3,0,1,1,2,2,6,99,1,2,2,1,1445,7,1,206,39,1,2,6,6,2,324,4,99,1,2,2,20,21,6,1,1,3,2,2,2,2,2
99,0,200,1,1,3,2,1,99,1,2,2,2,1445,7,1,206,39,1,1,6,6,2,215,4,99,2,2,1,5,23,6,1,1,1,2,2,2,2,2
99,0,40,1,1,8,2,7,99,1,1,2,2,1445,7,1,206,39,4,1,6,6,2,1693,9,6,2,2,1,8,8,25,14,1,4,2,2,2,2,2
99,0,0,4,2,2,2,1,99,2,1,2,2,1315,7,1,206,39,1,2,6,6,2,1338,4,12,2,2,1,8,21,9,3,1,1,2,2,1,2,4
99,0,50,1,1,8,2,1,99,1,2,2,2,1445,7,1,206,39,7,2,6,6,2,1448,9,15,2,2,1,8,7,6,1,1,1,2,2,2,2,2
99,0,0,2,1,1,2,4,99,1,1,2,2,243,7,1,206,39,1,2,6,7,2,434,4,99,2,2,1,8,21,6,1,3,1,2,2,2,2,2
99,0,0,1,2,2,2,1,99,1,1,2,2,243,7,2,206,39,1,1,1,1,2,434,4,99,2,2,1,8,23,9,3,3,1,2,2,2,2,2
99,10,0,2,1,99,2,1,99,1,2,2,2,1445,7,1,206,39,1,1,6,6,2,1619,4,12,1,1,2,4,23,6,1,1,2,2,2,2,2,4
99,0,0,3,1,3,2,8,99,1,1,2,2,1241,8,2,206,39,11,1,13,6,1,1824,6,5,2,2,1,5,20,9,3,1,1,2,2,2,2,1
99,0,300,2,1,2,2,1,99,1,2,2,2,1445,7,2,206,39,1,1,8,9,2,1619,4,8,1,2,2,4,20,6,1,3,2,2,2,2,2,2
99,0,300,2,1,2,2,1,99,1,2,2,2,1445,7,1,206,39,1,1,6,9,2,1619,6,8,1,2,2,4,20,6,1,3,2,2,2,2,2,2
99,0,500,2,1,99,2,1,99,1,2,2,1,1445,7,1,206,39,1,2,6,6,2,324,4,99,1,2,3,21,23,6,1,3,4,2,2,2,2,2
99,0,0,1,1,1,2,1,99,1,1,2,2,554,7,1,206,39,1,2,6,6,1,763,4,99,2,2,2,8,20,6,1,3,3,2,2,2,2,1
99,0,0,2,1,1,2,1,99,1,2,2,2,41,7,1,206,39,1,2,6,6,1,1673,4,99,2,2,2,8,20,9,3,2,3,2,2,2,2,2
99,0,0,1,2,8,2,1,99,1,1,2,2,297,7,1,206,39,4,1,6,6,1,1803,9,11,2,2,2,8,7,6,1,1,3,2,2,2,2,2
99,0,200,1,1,3,1,1,99,1,2,1,1,1445,7,1,206,39,11,1,6,6,2,624,4,99,1,1,1,8,23,6,1,1,1,2,2,2,2,4
99,20,0,1,1,2,2,1,99,1,2,2,1,1445,7,1,206,39,1,1,6,6,2,1516,4,99,1,2,3,5,21,6,1,2,1,2,2,2,2,2
99,0,0,1,1,1,2,6,99,1,1,2,2,1294,7,1,206,39,1,1,6,6,1,1673,4,99,2,2,2,8,23,6,1,1,2,2,2,2,2,2
99,1,0,1,1,3,1,1,99,1,2,1,2,1445,6,1,206,39,1,2,6,6,2,79,4,99,1,1,1,8,20,6,1,1,1,2,2,2,2,3
99,0,0,2,1,8,1,1,99,1,2,1,2,1445,1,2,206,39,5,1,8,6,2,300,9,99,2,1,1,5,7,6,1,3,1,2,2,2,2,4
99,0,0,2,1,8,1,1,99,1,2,1,2,1445,1,1,206,39,4,1,6,6,2,300,8,99,2,1,1,5,7,6,1,3,1,2,2,2,2,4
99,7,0,2,1,3,2,8,99,1,1,2,2,1445,8,2,206,39,1,1,7,12,2,669,6,99,1,2,3,13,11,6,1,1,1,2,2,2,2,2
99,14,0,3,1,99,2,1,99,1,2,2,1,1445,7,1,206,39,1,1,6,6,2,1106,4,10,1,2,3,8,23,6,1,3,1,2,2,2,2,5
99,0,0,1,2,1,2,1,99,1,1,2,1,908,7,1,206,39,1,2,6,6,1,1619,4,99,1,2,1,8,21,6,1,1,1,2,2,2,2,2
99,0,0,1,1,1,2,1,99,1,1,2,2,1238,7,1,206,39,11,1,6,6,2,709,4,99,2,2,2,8,20,9,3,1,3,2,2,2,2,2
99,0,0,1,2,1,2,1,99,1,1,2,2,1238,7,1,206,39,11,1,6,6,2,709,4,99,2,2,2,8,20,9,3,1,3,2,2,2,2,2
99,0,0,3,1,99,2,2,99,1,1,2,2,1294,7,1,206,39,1,1,6,6,1,1673,4,8,2,2,2,8,20,8,4,1,3,2,2,2,2,2
99,0,600,1,1,3,2,1,99,1,2,2,2,1445,6,1,206,39,1,1,6,6,1,1673,4,99,2,2,1,8,23,6,1,1,1,2,2,2,2,2
99,0,0,2,1,1,2,1,99,1,1,2,2,1434,7,1,206,39,1,1,6,6,2,1148,4,99,1,2,1,21,20,9,3,2,7,2,2,2,2,1
99,0,0,2,1,1,2,1,99,1,1,2,2,1434,7,1,202,39,1,1,6,6,2,1148,6,99,1,2,1,21,20,9,3,2,7,2,2,2,2,1
99,3,0,1,1,1,1,1,99,1,2,1,2,1445,6,1,206,39,2,2,6,6,1,967,4,99,1,2,1,5,20,6,1,1,1,2,2,2,2,2
99,20,0,1,1,8,2,7,99,1,2,2,2,1445,7,1,206,39,4,1,6,6,2,482,9,99,1,2,1,4,8,9,3,3,1,2,2,2,2,2
99,0,0,4,1,1,2,1,99,1,1,2,2,413,7,1,206,39,1,2,6,7,1,352,4,99,2,2,1,8,20,9,3,1,1,2,2,2,2,1
99,0,0,1,2,3,2,1,99,1,1,2,2,413,7,1,206,39,1,2,6,6,1,352,4,99,2,2,1,8,21,6,1,1,1,2,2,2,2,1
99,0,0,5,1,1,1,8,99,1,2,1,2,684,8,1,130,39,11,1,6,6,1,1575,4,99,2,1,1,5,20,6,1,3,1,2,2,2,2,4
99,0,200,1,1,99,1,1,99,1,2,1,2,1445,7,1,12,39,11,2,6,10,2,1485,4,99,1,1,1,5,20,6,1,1,1,2,2,2,2,4
99,0,0,1,1,8,1,1,99,1,1,1,2,838,5,1,206,39,7,2,6,12,1,1564,9,99,2,2,1,8,7,6,1,1,4,2,2,2,2,5
99,0,0,1,2,8,2,7,99,1,1,2,2,65,7,1,206,39,11,1,6,6,2,1628,9,99,2,2,1,8,8,6,1,1,1,2,2,2,2,2
99,0,200,1,2,2,2,3,99,1,1,2,2,1445,7,1,206,39,1,1,6,6,1,668,4,99,2,2,1,8,20,18,7,1,1,2,2,2,2,2
99,18,0,1,1,99,2,2,99,1,2,2,1,1445,7,2,206,39,1,1,8,9,2,1619,4,99,1,2,1,5,23,6,1,1,1,2,2,2,2,2
99,88,0,2,1,3,2,1,99,1,2,2,1,1445,7,2,206,39,1,1,5,5,2,1642,4,4,1,2,1,5,23,6,1,1,1,2,2,2,2,2
99,88,0,2,1,3,2,1,99,1,2,2,1,1445,7,2,206,39,1,2,5,5,2,1642,6,4,1,2,1,5,23,6,1,1,1,2,2,2,2,2
99,0,50,3,3,2,2,6,99,1,1,2,2,1445,7,2,206,37,1,1,7,6,1,101,18,99,2,2,1,8,20,18,7,1,1,2,2,2,2,2
99,0,0,2,1,2,1,1,99,1,1,2,2,123,7,1,206,39,1,1,6,6,1,1673,6,99,2,2,1,8,21,21,12,1,4,2,2,2,2,1
99,0,0,2,1,2,1,1,99,1,1,2,2,123,7,1,206,39,1,2,6,6,1,1673,4,99,2,2,1,8,21,21,12,1,4,2,2,2,2,1
99,0,0,3,2,2,1,1,99,1,1,2,1,123,7,1,206,39,1,2,6,6,1,1673,4,99,2,2,1,8,21,21,12,1,4,2,2,2,2,1
99,0,0,3,2,2,1,1,99,1,1,2,1,123,7,1,206,39,1,1,6,6,1,1673,6,99,2,2,1,8,21,21,12,1,4,2,2,2,2,1
99,0,0,3,2,2,1,1,99,1,1,2,1,123,7,1,206,39,1,2,6,6,1,1673,15,99,2,2,1,8,21,21,12,1,4,2,2,2,2,1
99,0,0,1,3,3,1,1,99,1,1,1,1,123,7,1,206,39,1,1,6,6,1,1673,4,99,2,2,1,8,23,6,1,1,4,2,2,2,2,1
99,0,25,1,1,8,1,7,99,1,1,1,2,1445,7,1,206,39,4,1,6,6,1,101,9,99,2,1,1,8,8,6,1,1,1,2,2,2,2,4
99,127,0,2,1,99,2,1,99,1,2,2,1,1445,7,2,206,39,1,2,9,10,2,1686,6,10,1,2,3,32,21,6,1,1,3,2,2,2,2,2
99,0,300,1,2,2,2,1,99,1,1,2,1,1445,7,1,206,39,1,1,6,6,2,522,4,99,2,2,1,5,23,9,3,1,1,2,2,2,2,2
99,0,50,1,1,1,2,1,99,1,1,2,2,1445,7,1,206,39,1,1,6,6,1,101,4,99,2,2,1,8,20,6,1,1,1,2,2,2,2,2
99,0,50,1,2,2,2,1,99,1,1,2,2,1445,7,1,206,39,1,2,6,6,1,101,4,99,2,2,1,8,21,18,7,1,1,2,2,2,2,2
99,0,50,3,3,2,2,6,99,1,1,2,2,1445,7,2,206,39,1,1,13,6,1,101,16,99,2,2,1,8,20,18,7,1,1,2,2,2,2,2
99,0,120,2,1,2,1,8,99,1,2,1,2,1445,1,1,99,39,2,1,6,6,2,643,4,7,2,1,2,5,20,6,1,1,4,2,2,2,2,4
99,0,0,1,1,2,2,6,99,1,1,2,2,1220,7,1,206,39,1,2,6,6,2,784,4,99,2,1,1,8,23,6,1,1,1,2,2,2,2,4
99,0,0,2,2,2,2,1,99,1,1,2,1,857,7,1,206,39,11,2,6,6,1,1110,4,99,2,2,1,8,21,18,7,1,8,2,2,2,2,2
99,0,0,1,1,1,2,1,99,1,1,2,1,857,7,1,206,39,1,2,6,6,1,101,4,16,2,2,1,8,21,6,1,1,1,2,2,2,2,1
99,5,0,1,1,3,2,1,99,1,1,2,1,1445,7,1,206,39,1,1,6,7,2,1619,4,99,1,2,1,19,21,6,1,1,1,2,2,2,2,2
99,10,0,1,1,3,2,1,99,1,2,2,1,1445,7,1,206,39,1,1,6,7,2,324,4,10,1,2,4,20,23,6,1,1,4,2,2,2,2,2
99,0,100,1,1,8,2,7,99,1,1,2,2,1445,7,2,206,39,4,1,5,6,2,94,9,99,2,2,1,8,8,10,5,1,4,2,2,2,2,1
99,0,0,1,1,8,2,1,99,1,1,2,2,642,3,1,206,39,4,1,6,6,1,975,9,99,2,2,1,8,8,6,1,1,1,2,2,2,2,1
99,0,0,1,1,8,2,7,99,1,1,2,2,775,7,1,206,39,4,1,6,6,2,924,9,10,2,1,1,8,8,6,1,1,1,2,2,2,2,4
99,0,20,2,1,1,1,1,99,1,2,1,2,1445,6,1,206,39,1,1,6,6,1,1707,4,99,2,1,2,8,20,1,6,2,3,2,2,2,2,4
99,0,20,2,1,1,1,1,99,1,2,1,2,1445,6,1,206,39,11,1,6,6,1,1707,6,99,2,1,2,8,20,1,6,2,3,2,2,2,2,4
99,0,50,1,1,2,1,1,99,1,2,1,2,1445,7,1,206,39,1,1,6,13,1,1619,4,99,2,1,1,8,20,6,1,1,1,2,2,2,2,4
99,0,500,1,1,3,2,1,99,1,1,2,2,1445,6,1,206,39,1,2,6,6,1,1619,4,99,2,2,2,8,20,6,1,1,3,2,2,2,2,1
99,0,0,2,1,3,2,1,99,1,1,2,2,1271,7,1,206,39,3,1,6,6,1,1493,18,99,2,2,1,8,20,9,3,1,4,2,2,2,2,1
99,0,0,2,2,3,2,1,99,1,1,2,2,1271,7,1,206,39,1,2,6,6,1,1493,4,99,2,2,1,8,20,6,1,1,4,2,2,2,2,1
99,0,50,1,1,99,2,3,99,1,1,2,2,1445,7,2,206,39,1,1,9,6,1,967,4,99,2,2,2,5,23,6,1,1,3,2,2,2,2,1
99,0,0,2,1,2,2,1,99,1,1,2,2,1229,7,1,206,39,1,1,6,6,2,1336,4,10,2,2,1,8,21,1,6,1,1,2,2,2,2,1
99,0,0,2,1,3,2,8,99,1,1,2,1,1387,8,1,206,39,1,1,6,6,2,1476,4,99,1,2,1,8,23,9,3,1,4,2,2,2,2,1
99,0,0,2,2,3,2,1,99,1,1,2,1,1387,7,1,206,39,1,1,6,6,2,1476,4,99,1,2,1,8,23,6,1,1,4,2,2,2,2,1
99,0,0,2,2,3,2,1,99,1,1,2,1,1387,7,1,206,39,1,1,6,6,2,1476,6,99,1,2,1,8,23,6,1,1,4,2,2,2,2,1
99,65,0,2,1,1,2,9,99,1,2,2,1,1445,9,2,206,39,1,1,8,14,2,127,4,6,1,2,1,28,23,6,1,1,1,2,2,2,2,1
99,65,0,2,1,1,2,9,99,1,2,2,1,1445,9,2,206,39,1,1,8,14,2,127,6,6,1,2,1,28,23,6,1,1,1,2,2,2,2,1
99,0,530,1,2,3,2,4,99,1,1,2,2,1445,7,1,206,39,1,2,6,6,1,1134,4,99,2,2,2,8,21,6,1,1,3,2,2,2,2,2
99,0,100,3,1,3,1,1,99,1,2,1,2,1445,1,1,165,39,11,2,6,6,2,28,4,6,1,2,1,1,20,9,3,1,1,2,2,2,2,1
99,0,0,1,1,1,2,1,99,1,1,2,2,809,7,1,206,39,1,2,6,6,1,1654,4,99,2,2,1,8,21,6,1,1,1,2,2,2,2,1
99,0,0,1,2,1,2,1,99,1,1,2,2,809,7,1,206,39,1,2,6,6,1,1654,4,99,2,2,1,8,20,9,3,1,1,2,2,2,2,1
99,0,0,2,1,1,2,1,99,1,1,2,2,1271,7,1,206,39,1,2,6,6,1,1493,6,99,2,2,1,8,20,9,3,1,1,2,2,2,2,2
