0,1,2,3,7,7,2,10,1,1,9,5,4,7,2,1,23,1,25,3,2,2,1,1
0,0,1,74,1,1,1,9,1,2,6,1,4,99,3,1,23,3,6,1,2,2,1,3
0,0,1,74,1,1,1,15,2,1,6,1,6,99,3,1,23,3,6,1,2,2,1,3
0,0,99,70,7,8,1,4,2,1,6,1,4,99,2,1,21,3,6,3,2,2,1,1
0,0,3,82,7,3,2,8,1,1,6,5,4,99,2,1,20,4,6,1,2,2,1,4
0,0,3,73,7,5,2,14,1,1,6,1,4,99,2,1,23,2,6,1,2,2,1,3
0,0,1,73,6,9,2,3,1,2,6,1,4,14,3,1,20,3,6,1,2,2,1,3
0,0,2,30,7,4,2,5,1,1,6,5,4,11,2,1,21,1,21,1,2,2,1,4
0,0,3,70,7,8,1,5,1,1,6,5,4,99,2,1,21,2,6,1,2,2,1,4
0,0,3,21,7,4,2,12,1,1,6,1,4,99,1,1,23,1,6,1,2,2,1,3
50,0,8,10,5,4,2,4,4,1,6,5,9,99,2,1,7,4,6,1,2,2,1,4
0,0,99,10,7,1,2,5,1,1,6,5,4,99,2,1,20,4,6,1,2,2,1,4
0,0,1,71,8,4,1,5,2,1,6,5,6,99,4,1,20,4,6,1,2,2,1,4
0,0,2,70,6,7,1,10,1,2,9,5,4,99,2,1,21,2,6,1,2,2,1,4
0,0,1,80,7,1,2,4,1,2,6,5,4,6,2,1,20,4,9,1,2,2,1,4
0,0,3,70,7,3,2,4,1,1,7,4,4,6,2,1,11,1,6,3,2,2,1,3
0,0,3,70,7,3,2,4,1,1,7,4,6,6,2,1,11,1,6,3,2,2,1,3
0,0,2,73,7,8,2,5,1,2,5,5,4,99,3,1,20,2,6,3,2,2,1,4
600,0,8,13,5,9,2,3,4,2,6,1,9,99,3,1,8,4,6,1,2,2,1,3
1000,0,8,75,7,1,2,7,4,1,6,5,9,99,2,1,8,4,8,1,2,2,1,4
0,0,2,81,8,4,2,4,1,1,6,1,4,99,4,1,23,4,9,1,2,2,1,3
0,0,2,73,7,7,2,11,1,2,6,5,4,99,2,1,21,4,6,1,2,2,1,4
0,0,3,71,7,1,2,7,1,1,6,5,4,99,4,1,23,5,6,1,2,2,1,2
1000,0,8,53,7,5,2,9,4,1,6,5,9,6,2,1,8,2,25,1,2,2,1,2
0,0,2,30,7,5,2,8,1,2,6,1,4,12,3,1,21,5,9,1,1,2,1,3
50,0,8,71,7,5,2,11,7,2,6,1,9,15,2,1,7,3,6,1,2,2,1,3
0,0,1,21,7,4,2,7,1,2,6,1,4,99,3,1,21,5,6,3,2,2,1,3
0,0,2,21,7,4,2,5,1,1,1,3,4,99,3,1,23,1,9,3,2,2,1,3
0,0,99,71,7,3,2,11,1,1,6,5,4,12,2,1,23,2,6,1,2,2,1,4
0,0,3,13,8,1,1,4,11,1,13,2,6,5,2,1,20,4,9,1,2,2,1,3
0,0,2,85,7,3,2,8,1,1,8,5,4,8,2,1,20,3,6,3,2,2,1,4
0,0,2,85,7,3,2,10,1,1,6,1,6,8,2,1,20,3,6,3,2,2,1,4
0,0,99,86,7,6,2,4,1,2,6,1,4,99,2,1,23,2,6,3,2,2,1,3
0,0,1,13,7,5,2,12,1,2,6,1,4,99,3,1,20,2,6,3,2,2,1,3
0,0,1,81,7,5,2,13,1,2,6,1,4,99,2,1,20,4,9,2,2,2,1,3
50,0,8,10,7,4,2,11,4,1,6,1,9,11,3,1,7,1,6,1,2,2,1,3
0,0,3,81,7,8,2,9,11,1,6,1,4,99,2,1,23,3,6,1,2,2,1,3
0,0,2,70,7,1,2,8,1,1,6,1,4,99,4,1,21,1,6,2,2,2,1,3
0,0,1,64,7,9,2,10,1,1,6,1,4,99,3,1,23,1,6,1,2,2,1,3
0,0,3,70,6,8,2,4,1,2,6,1,4,99,4,1,20,4,6,1,2,2,1,3
50,0,8,81,1,1,2,7,5,1,8,3,9,99,4,1,7,4,6,3,2,2,1,3
50,0,8,81,1,1,2,5,4,1,6,1,8,99,4,1,7,4,6,3,2,2,1,3
0,0,3,74,8,3,2,4,1,1,7,5,6,99,2,1,11,4,6,1,2,2,1,2
0,0,99,72,7,1,2,5,1,1,6,1,4,10,4,1,23,2,6,3,2,2,1,3
0,0,1,13,7,8,2,10,1,2,6,5,4,99,1,1,21,2,6,1,2,2,1,4
0,0,1,24,7,5,2,8,11,1,6,1,4,99,2,1,20,4,9,1,2,2,1,3
0,0,1,24,7,5,3,11,11,1,6,1,4,99,2,1,20,3,9,1,2,2,1,3
0,0,99,30,7,9,2,11,1,1,6,5,4,8,2,1,20,2,8,1,2,2,1,2
0,0,3,70,6,9,2,3,1,1,6,1,4,99,3,1,23,2,6,1,2,2,1,3
0,0,1,21,7,6,2,8,1,1,6,5,4,99,3,1,20,2,9,2,2,2,1,4
0,0,1,21,7,6,1,16,1,1,6,1,6,99,3,1,20,2,9,2,2,2,1,4
0,0,1,71,6,1,2,3,2,2,6,1,4,99,4,1,20,4,6,1,2,2,1,3
650,0,8,80,7,3,2,9,4,1,6,1,9,99,2,1,8,3,9,3,2,2,1,3
0,0,1,13,7,9,2,9,1,2,6,1,4,99,1,1,20,1,9,1,2,2,1,3
0,0,3,13,7,9,2,5,1,2,6,1,4,99,1,1,21,2,6,1,2,2,1,3
0,0,1,71,8,1,1,5,11,1,6,1,4,99,2,1,20,3,6,3,2,2,1,1
0,0,99,70,7,1,1,8,11,2,6,5,4,99,2,1,20,1,6,1,2,2,1,2
50,0,8,60,5,4,2,5,7,2,6,1,9,99,2,1,7,2,6,1,2,2,1,3
1000,0,8,11,7,5,2,4,11,1,6,1,9,99,2,1,8,4,6,1,2,2,1,3
0,0,2,30,7,4,2,12,1,1,6,5,4,99,2,1,20,2,18,1,2,2,1,4
0,1,99,70,7,1,2,15,1,1,8,5,4,99,2,1,23,2,6,1,2,2,1,4
0,0,3,70,7,1,2,4,1,1,5,5,4,4,2,1,23,4,6,1,2,2,1,4
0,0,3,70,7,1,2,4,1,2,5,3,6,4,2,1,23,4,6,1,2,2,1,4
0,0,2,30,7,5,2,5,1,1,7,4,18,99,1,1,20,2,18,1,2,2,1,3
0,0,2,30,7,5,2,4,1,1,6,1,6,99,2,1,21,4,21,1,2,2,1,3
0,0,2,30,7,5,2,4,1,2,6,1,4,99,2,1,21,4,21,1,2,2,1,3
0,0,2,30,7,5,2,9,1,2,6,1,4,99,2,1,21,4,21,1,2,2,1,3
0,0,2,30,7,5,2,16,1,1,6,1,6,99,2,1,21,4,21,1,2,2,1,3
0,0,2,30,7,5,2,16,1,2,6,1,15,99,2,1,21,4,21,1,2,2,1,3
0,0,3,30,7,5,2,4,1,1,6,1,4,99,2,1,23,4,6,1,2,2,1,3
1400,0,8,30,7,5,2,10,4,1,6,1,9,99,2,1,8,2,6,1,2,2,1,3
0,0,99,70,7,1,2,15,1,2,9,5,6,10,4,1,21,1,6,1,2,2,1,4
0,0,2,10,7,1,2,7,1,1,6,1,4,99,3,1,23,3,9,1,2,2,1,3
0,0,1,30,7,5,2,9,1,1,6,5,4,99,1,1,20,2,6,1,2,2,1,3
0,0,2,30,7,5,2,7,1,2,6,1,4,99,1,1,21,2,18,1,2,2,1,3
0,0,2,30,7,5,2,7,1,1,13,2,16,99,1,1,20,2,18,1,2,2,1,3
0,0,2,83,1,1,1,7,2,1,6,1,4,7,2,1,20,3,6,1,2,2,1,3
0,0,2,30,7,8,2,12,1,2,6,5,4,99,2,1,23,2,6,1,2,2,1,4
0,0,2,30,7,5,2,10,11,2,6,5,4,99,3,1,21,3,18,1,2,2,1,4
0,0,1,30,7,5,2,8,1,2,6,5,4,16,1,1,21,2,6,1,2,2,1,4
0,0,3,67,7,7,2,15,1,1,6,5,4,99,2,1,21,2,6,1,2,2,1,4
0,0,3,71,7,7,2,5,1,1,6,5,4,10,2,1,23,3,6,1,2,2,1,4
1200,0,8,60,7,4,2,9,4,1,5,5,9,99,3,1,8,3,10,1,2,2,1,4
1000,0,8,64,3,5,2,5,4,1,6,1,9,99,1,1,8,3,6,1,2,2,1,3
600,0,8,74,7,5,2,4,4,1,6,1,9,10,2,1,8,1,6,1,2,2,1,3
0,0,1,71,6,5,3,4,1,1,6,1,4,99,2,1,20,1,1,2,2,2,1,3
0,0,1,71,6,5,2,3,11,1,6,1,6,99,2,1,20,1,1,2,2,2,1,3
0,0,2,71,7,4,2,4,1,1,6,1,4,99,2,1,20,3,6,1,2,2,1,3
0,0,3,30,6,4,2,3,1,2,6,1,4,99,1,1,20,4,6,1,2,2,1,3
0,0,3,21,7,9,2,6,3,1,6,5,18,99,3,1,20,3,9,1,2,2,1,4
0,0,3,21,7,9,2,7,1,2,6,5,4,99,3,1,20,2,6,1,2,2,1,4
0,0,99,30,7,1,2,8,1,1,9,5,4,99,3,1,23,1,6,1,2,2,1,4
0,0,2,33,7,4,2,11,1,1,6,5,4,10,1,1,21,3,1,1,2,2,1,4
0,0,3,10,8,8,2,16,1,1,6,5,4,99,2,1,23,1,9,1,2,2,1,2
0,0,3,10,7,8,2,7,1,1,6,5,4,99,2,1,23,1,6,1,2,2,1,2
0,0,3,10,7,8,2,3,1,1,6,1,6,99,2,1,23,1,6,1,2,2,1,2
